wallet,raw_score,credit_score
0x0041dac13d9365b4d695fb612950dc71884f8db1,0.11217692162469056,603
0x0043090d0a3338eb89914ea9af5c529e928a044c,5.169412502293987e-17,471
0x0043260ff376a32f335de2091e8bd455d74ecef9,6.283626484876375e-21,471
0x00432772ed25d4eb3c6eb26dc461239b35cf8760,2.5141747773894122e-11,471
0x00432beb667c8908a74f35fef62882b502347e61,1.1828911811597266e-19,471
0x00433d27687ff685d3871395d7fedfd42b1c3529,7.67065801521811e-07,471
0x0043f8113eb1257bc6314fe0434eec0d9bac3837,7.280308325623821e-07,471
0x004403abb2246c48ac770e30e7b36e3b16e152a1,0.14928199876905487,647
0x00447d3b5f40e1bb71766b5ffc656f5391f6e9d8,5.904921667977251e-18,471
0x0044803a27c6c45babd3fb7affb80b3f913579d7,0.14954396002652823,647
0x0044f0ab1281b2bc850bfa39123dec1e8e09001d,0.0033147248153593337,475
0x00452d3fd0e6bd68943b30af56a8df4eb7685387,0.14917185066233424,647
0x004624a132094f106e977c369c8f2e1ebffb2ae1,6.2828599812390225e-21,471
0x0046d10482bc3ae87fa4cb550e36706addf2304a,6.291694645385103e-21,471
0x004815f49c32e9ef6341dc2d53411a59de5a2daa,4.6557998713279367e-07,471
0x00481898361901f3e49bfe3e40872d09e93c2c11,1.4268623021763551e-06,471
0x0048e6fd005224e7e9f00058c630307f0710a84b,0.05443593109947514,535
0x0049436d8c3da52d604cdc390e45026b2662d7f7,0.08161593277126192,567
0x00495585ecf70ad7dd71797c2a22951ed92b9a24,0.1493830906563405,647
0x004965f85a3db4d5221189595141ecab247b115d,1.1372741877340991e-08,471
0x0049d23daaafeaac69e336ffe9dcb9ca14dac781,0.1492538186098359,647
0x0049f39431ab794a381deca90fa7ab85e60e6ebb,5.615348869199181e-10,471
0x004a61f49faeab28ac5cc72ed26a7114d134362e,5.6778047211316295e-21,471
0x004af1171e5783d1223056a700e992b0eccf6191,1.9001000611455847e-07,471
0x004afb002e3fb33c833fc16b6b63103bbf97312d,-0.03322253461786886,432
0x004bac9f45af6848ffbdf0dec8f47023ccd7a138,1.238603251687652e-12,471
0x004c572659319871be9d4ab337fb3df6237979d7,6.481270867218967e-22,471
0x004c5993adfd45da327f82ec7581a6ee736bf4cb,8.516707081697445e-09,471
0x004c788aecdcc8ae214519737576d67da3c7334a,6.2455851932447925e-21,471
0x004ce54398cc569a622bf5a99ae857306243c8ec,0.1492084672837537,647
0x004d71c111862702272e6beccdaafb07c9b96c37,0.16155263410867582,661
0x004f137c71b3003c7915bd6aa3a4f57e334a738e,0.0,471
0x004f9b61222bcb6214b7dcd87ebafa0ac2c74440,6.292052347082534e-21,471
0x0051337e53823325b9df640f8bac7c7a7dcc4b19,6.292858595352935e-21,471
0x00515e4f8a5c52a526f48c3ea07238143e2c04fc,0.14923372015529374,647
0x0051e6e6cde6392c01b4cf6b97d9f5c50ec9817c,0.2983486442116667,822
0x0051ed91501bdefede70975ec9459a0dd3c5657b,8.377651348569814e-11,471
0x00520ddda78809f725ba3ac696fc8dbe9ccaef91,1.1532936473039007e-08,471
0x00526e91ec022d8596bda04092071c1da6b5322e,0.14916419593417385,647
0x0052c9f2cc95f743412d6daaf3c93bcd1793479d,0.0001357157709217134,471
0x0052d655d117dae79d897213af1d4393ab32c739,6.290530695417271e-21,471
0x005399ba80babd299512e9efb4e0e764f673405c,5.67780472113163e-22,471
0x0053b5daa6d4c2e3d16f2b9c10dc04e92b14a818,3.9880443940305826e-05,471
0x00548bf85d26850ad7ad55ca90ba02572349f648,5.67780472113163e-10,471
0x0054b73e9add0a26ca2a81635c6ec0a0eb75b77f,5.859494472207843e-10,471
0x00552481817c28f473f4cc61538db6536015d906,1.2491170386489585e-20,471
0x00553b963de06016c68681c9bee10a79c51c5d8a,1.4194511802843272e-07,471
0x005547e9fa569b6835204402138146861e901b06,3.4185698899107164e-11,471
0x00560340190b7e9a1027fb5e72858a8298588303,3.0537655941739944e-19,471
0x00561a0d394a2cad87c811615f72b61cb0ed3faa,0.14922526279058762,647
0x0056323f02bb16de8025a79ab09e1dd5c8114602,0.0,471
0x005661a7a441451fafdccd579905a7dbc79fd538,0.03049975772521826,507
0x0056bcfe33f5c6dfa62b6d3d3cf5a957429828bb,2.506448330281843e-08,471
0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9,0.060776840431035956,543
0x005711ac01b67981d6b627c09470cce29dbd3353,0.14918626948838495,647
0x0057abf4b6b95cd42cb8c197e78b934d45679432,6.700922420660665e-21,471
0x0057aef39caf4085bf3f91661eb2e6e6f513244f,5.993076183881907e-21,471
0x0057b22d4385adfbc48a6581b141e04acdaf7768,3.7919878931654466e-18,471
0x0057bd83a142da84b6404616c683e21e7dd6fa5f,1.682515659838349e-06,471
0x0057bf0e2082921a880500ab18e716c46c54216e,6.215521217246401e-21,471
0x0057dbd2cb881113aa7b55e4ce62af8234519e01,0.1492505182571054,647
0x00581eb036db4a48fbaa59ec7745e316bbd1cc76,0.0,471
0x0058873fc9eeb9906ae1135de4f84a9ef1bfba62,6.922379516003683e-23,471
0x0059221c8444995878e9a82b0b2d732fb3da913e,5.67780472113163e-19,471
0x005a61772557bef9a3e65a7b87eaccce34f2700e,7.183348454401055e-21,471
0x005a75e089206f1c5b788a16a5dd54cbf6dd5b9a,1.5858073446073668e-06,471
0x005a945c426fe1f2eb3c4b04585a2427f7a032a8,4.767219466680998e-06,471
0x005ab5979532d34dc60a4582597464df0b5a7c87,0.1491828305925816,647
0x005ab79a1b5982604cdc066565499d90c550e001,5.564248626708998e-25,471
0x005ae07a1782019253917d76334a0579ac3a9b64,0.14933512270719834,647
0x005b0743d8b2ed646499dc48b64b95e71b8afa43,0.1493062533056296,647
0x005b35993837ffbc6ebfa08d2e4ac40fdb0a63d1,5.67780472113163e-10,471
0x005b5489aad85ecf95142ba14f97bba3b5d13a1a,7.318690285538671e-09,471
0x005b8864b832d250e97996febb2b6a10b4562fd1,0.14916441087084598,647
0x005bf9036a459545ec86252db2a37667a5823b94,0.14927144791481137,647
0x005c7aa4001747cd4bf25c777318a13191a182ac,0.1365136799165949,632
0x005ce2b15bd5fa54f2a7667405d8d45a765088cf,0.0,471
0x005ce3720edd52ef800ed68bfe29114a7d86e623,0.14916284251584322,647
0x005ceac16427ed612040519f078d08570eaf7688,5.17783415065168e-13,471
0x005d25ac8fe00ec22e8b0f34d7a5f8e00217fcd0,1.2129727015747068e-20,471
0x005d9ffbbd210f6b04d7f0880f5c49130d38ff0d,0.14961744490600984,647
0x005de910a2a04e1efe9eb4c3e2aca7744ab15ed7,6.732740838317887e-23,471
0x005df03951fac36e8cc39b7d03eadf00829815b4,5.115948073645755e-11,471
0x005e105ad9c1a60512e6bb98fdaa1183bd341f18,1.0350726750710752e-18,471
0x005e5cac6eb7637edf689403e01b86bda451ef61,0.1496128717839776,647
0x005eba6d8c2af1e7058d7c22e23999188fd15339,7.3811478408125356e-09,471
0x005ec23381d0b33407fcdedd2df7facd769304cd,6.041184223284054e-10,471
0x005f16f017aa933bb41965b52848ceb8ee48b171,0.016371521001930702,490
0x005f4ed154aec7b147190c97d3f2535fc8360b12,4.056686526836954e-06,471
0x005f73c6a7233e4e6bdb5041d021fa36b6716b2f,3.578197445207106e-11,471
0x005fe33f474dd52d8308b470c2503fd6ffabe31a,6.171773731870082e-10,471
0x005fe34dfd8c3b7994d608a374cedcc44b73e0bd,5.6778047211316296e-11,471
0x006002bafd83794a35b3d63fb00bfce00f4557ed,1.0738999849548366e-22,471
0x0060f329ae466559db2e692b24252a5163bf16c3,7.43112217462652e-21,471
0x006106679868ffbeb8bef8788be4d59571a13053,6.296827380853006e-21,471
0x00626b79d2972dfd10463e1871f8edcf8aae5bb3,0.149158086464417,647
0x0062cb1c249a8579e155794dc86960e4f88af402,0.1492715269372,647
0x006366325c813728f871c16a7703b818ee1ac6f1,4.82613401297838e-06,471
0x0063d9477fd76b7c9732917b3b884d918607a804,1.2627596680703834e-06,471
0x00645acbda7635b02a8b517d49ef6cbd028962e3,6.289968592749879e-21,471
0x00645dd21310882cc32399abcb54e0a05b3b5d1d,0.0024855814552132726,474
0x0064f7e15fdf96a5225d4cc07b38eef45c8bdc46,0.1084141986004177,599
0x006501f106d155981aac18b4d31a6e14d1e55fae,1.191433949365094e-11,471
0x00651f6724f748af9315f720d67ef9ecc3139bdf,6.239907388523662e-10,471
0x0065245cb87fda9fc42e7ca9962a13da9a52345d,5.67780472113163e-10,471
0x006551b8f041761e2e47bb4792b21e67786b3452,2.838902360565815e-09,471
0x0065fb0daffbc3025516415183fa808b2b40b3fb,1.1431135600663754e-20,471
0x0066023b24edd70b7def47effbf2fd7617f9c66b,1.9588426287943126e-06,471
0x0066245819d5d387ac2209620741e721ccada64d,5.18951351511431e-10,471
0x00668293095ef3ba3a62d566e2ac83fb81aec94f,0.00014188363024189563,471
0x00668bd79ede077b99bbe1c4db59418bc333d4cf,1.703341416339489e-05,471
0x0066a75495069b7d760177aa2607a140b13aa520,1.6733559419873436e-06,471
0x0067243a8b83385457c53923a6cd0bc019b090e8,5.7953523122732184e-21,471
0x00677d8b6fda25b199539633a8cd07074c855cb7,0.14941782944942666,647
0x0067eec7ad35e72613d760e917890d1b7e876e4e,4.239133256234955e-11,471
0x006850972a3144f2bcb0d37fbd7f84b26765d458,0.0,471
0x00694ba9219891081e07b31ebaf19abfd97e1acb,5.133606556135529e-17,471
0x00695c7fcd8ee1517adb85c24547fc792613a5c5,1.1899747535517632e-20,471
0x0069d013b71c2d000fca70549d894e49b8e4e031,1.4932626416576188e-10,471
0x006a310554681273826624361a3177cd9f3aad1d,5.677804721755996e-11,471
0x006acbf79f7c4580fa01ffa48085d832592f1b63,0.14994300756536183,648
0x006b64b48437695a2c0b470e22de9b8d3b866f52,6.2950048055375224e-21,471
0x006b855e1ce71d0163e41c17fac02fcdedf0ef21,6.271892710928467e-06,471
0x006bcd94f74784887705d74884308172343855ee,7.381146137471119e-09,471
0x006d0cf97d1aef07271dcce6d0bd60e8d98966ec,2.361966763990758e-10,471
0x006d0f31a00e1f9c017ab039e9d0ba699433a28c,0.0005827143749530721,472
0x006d1df30df75bfa607f41b3a4d67d4be51fe910,0.14915837060462786,647
0x006dfe647e57d2cdaf47000731659c1f92ece423,6.295748597955991e-21,471
0x006f030ecb2daa44fc1dede06a94e749bf3918cf,0.00011842358297875293,471
0x006f1973f3a2911fc15569d7787f51fb114db606,1.4762292274968356e-12,471
0x006f26845ed58e4503a0dd61c69708e3cc028cc5,4.807973956605908e-07,471
0x006f74448baead5563915255c8fbc12fd7f6a5df,0.1349639230021399,630
0x006fda5407be210b6d8d653b04859a748e84e64a,4.3716512951565435e-20,471
0x00702c8e7a704dbb88efdf09e532447530ab6d0a,4.325688846896228e-11,471
0x00705d931184135830185bb284fb8ed277693d0d,6.922443109376465e-07,471
0x007078c8001b515b14000cc78306072a5dfd55b3,0.1491977793970449,647
0x00707aa2eeff1ddb8b22bd1539f92818c9cb8a85,0.15096934672808718,649
0x0070bc9033adf1e49517f98304f41f778d370208,0.10928827541388361,600
0x0072b1fa7a78e6e2df568563fb551ad2fb8c01bc,1.595463126637988e-10,471
0x0072b9af9a7dc5a42091f01d3d22bcf298d398fd,0.18938872623563008,694
0x0073245e2bf4f38400634d4ba7527bbd34bfc6ba,0.14434200925639992,641
0x0073894fff63595d6cca3802aad6b9ecf5491ca6,5.802716680497739e-18,471
0x0073943c869d55da3b7c8ab40ee3c2a68b65fb33,0.14965465338926914,647
0x00752654dcd85f8e42e207ccf48212388fd7173d,6.293165196807876e-21,471
0x00752fceceba64c2f5a18f3ad5f3fd8938b96a4f,3.636611212665924e-21,471
0x0076b2f8ead986bb6de67735313891c0876f4388,1.3626731330715913e-10,471
0x0076bc177845e513018cda51be5e5f80f44aeb50,5.676504503850491e-21,471
0x0076fcc7d245f6c7aaf07238adfb48adc62bdd55,0.14918130192283435,647
0x00778698bbc902543b596af6e7c0aa13b614162d,0.12618352918441295,620
0x007821abbcc2da83df7fdf57520741d6ea1042f2,6.298036753258607e-21,471
0x007849ce924f0a3ed1baccbff2742a3d1cdc7ac0,2.41777113226085e-09,471
0x0078c86e12186e2de1ff6fef5f1ada2bffde4ea5,0.14953042275137038,647
0x0078dc11a5b751eb0e94d6c97cae29acf6e8579d,0.1492014256459943,647
0x0079228fa4e08e800883021b18ff0bc7937b3aef,2.5699591728075937e-11,471
0x00795ff7870798a332a99c3969406286259dce8f,0.00012237156839258403,471
0x0079bf6868cb1b7cf4a451311fd70c348f3ed38b,1.1355609442263259e-20,471
0x0079e0ce802e67adba53ac0e7927f45f6304ae6f,5.6778047211316296e-11,471
0x007b003c4d0145b512286494d5ae123aeef29d9e,8.646483925668046e-05,471
0x007b212ac048a425d2019d14e7be4aeae3faf8e9,5.951474908690175e-17,471
0x007c426ab1b726e3be68b37ac0ffa8aed94447bc,5.603993259756919e-10,471
0x007c4bb067d9b6afeb4c13415477d396123c4aa3,0.12714752020634923,621
0x007ce1895ca7a000e37a524399920ad7dae41f43,2.4254011409556313e-11,471
0x007d418f61454569a051b5a9d11112996a986bb1,6.2906669627305785e-21,471
0x007d42732fee6a2a8de421a06dcc02daf93e2b2f,0.14933132486334827,647
0x007dc697bbc1bdfb0988db00ebb3d17d52fdda3d,0.11835686758294581,610
0x007de57773b6eb4ebbf6a740dfde1efdd5629630,1.0027970088843032e-08,471
0x007e4e679e14f17d62607418f546e2d97d9e5a61,0.14921671910683929,647
0x007e8e7ccdfc45f0a6319a3aa938203126f1d646,0.14917350010556713,647
0x007edad4e994b9dc1a1229eb6d4c852d08c6ed33,6.884906004844215e-23,471
0x007f0596cce8ff85fb8091e410aeb5cad529ba4d,2.6855200124674408e-06,471
0x007f3da6715efd4b6994b7348b644b64b695d3b1,0.1493225565880594,647
